code,parent_code,name
39.8,39,"Operations on carotid body, carotid sinus and other vascular bodies"
39.86,39.8,"Removal of carotid sinus stimulation device, total system"
39.88,39.8,Removal of carotid sinus stimulation pulse generator only
39.81,39.8,"Implantation or replacement of carotid sinus stimulation device, total system"
39.87,39.8,Removal of carotid sinus stimulation lead(s) only
39.84,39.8,Revision of carotid sinus stimulation lead(s) only
39.83,39.8,Implantation or replacement of carotid sinus stimulation pulse generator only
39.85,39.8,Revision of carotid sinus stimulation pulse generator
39.82,39.8,Implantation or replacement of carotid sinus stimulation lead(s) only
39.89,39.8,"Other operations on carotid body, carotid sinus and other vascular bodies"
66.7,66,Repair of fallopian tube
66.79,66.7,Other repair of fallopian tube
66.72,66.7,Salpingo-oophorostomy
66.74,66.7,Salpingo-uterostomy
66.73,66.7,Salpingo-salpingostomy
66.71,66.7,Simple suture of fallopian tube
67.0,67,Dilation of cervical canal
89.10,89.1,Intracarotid amobarbital test
89.1,89,Anatomic and physiologic measurements and manual examinations -- nervous system and sense organs
89.15,89.1,Other nonoperative neurologic function tests
89.17,89.1,Polysomnogram
89.12,89.1,Nasal function study
89.13,89.1,Neurologic examination
89.18,89.1,Other sleep disorder function tests
89.16,89.1,Transillumination of newborn skull
89.11,89.1,Tonometry
89.14,89.1,Electroencephalogram
89.19,89.1,Video and radio-telemetered electroencephalographic monitoring
85.4,85,Mastectomy
85.44,85.4,Bilateral extended simple mastectomy
85.45,85.4,Unilateral radical mastectomy
85.42,85.4,Bilateral simple mastectomy
85.46,85.4,Bilateral radical mastectomy
85.48,85.4,Bilateral extended radical mastectomy
85.41,85.4,Unilateral simple mastectomy
85.43,85.4,Unilateral extended simple mastectomy
85.47,85.4,Unilateral extended radical mastectomy
26.0,26,Incision of salivary gland or duct
32.50,32.5,Thoracoscopic pneumonectomy
32.59,32.5,Other and unspecified pneumonectomy
32.5,32,Pneumonectomy
47.2,47,Drainage of appendiceal abscess
42.1,42,Esophagostomy
42.11,42.1,Cervical esophagostomy
42.12,42.1,Exteriorization of esophageal pouch
42.10,42.1,"Esophagostomy, not otherwise specified"
42.19,42.1,Other external fistulization of esophagus
93.02,93.0,Orthotic evaluation
93.0,93,Diagnostic physical therapy
93.06,93.0,Measurement of limb length
93.08,93.0,Electromyography
93.04,93.0,Manual testing of muscle function
93.07,93.0,Body measurement
93.03,93.0,Prosthetic evaluation
93.09,93.0,Other diagnostic physical therapy procedure
93.05,93.0,Range of motion testing
93.01,93.0,Functional evaluation
32.6,32,Radical dissection of thoracic structures
27.9,27,Other operations on mouth and face
27.92,27.9,"Incision of mouth, unspecified structure"
27.91,27.9,Labial frenotomy
27.99,27.9,Other operations on oral cavity
10.0,10,Removal of embedded foreign body from conjunctiva by incision
30.4,30,Radical laryngectomy
98,87-99.99,Nonoperative removal of foreign body or calculus
62.7,62,Insertion of testicular prosthesis
44.5,44,Revision of gastric anastomosis
58.0,58,Urethrotomy
49.1,49,Incision or excision of anal fistula
49.12,49.1,Anal fistulectomy
49.11,49.1,Anal fistulotomy
02.9,02,"Other operations on skull, brain, and cerebral meninges"
02.91,02.9,Lysis of cortical adhesions
02.92,02.9,Repair of brain
02.93,02.9,Implantation or replacement of intracranial neurostimulator lead(s)
02.95,02.9,Removal of skull tongs or halo traction device
02.94,02.9,Insertion or replacement of skull tongs or halo traction device
02.96,02.9,Insertion of sphenoidal electrodes
02.99,02.9,"Other operations on skull, brain, and cerebral meninges"
09.7,09,Repair of canaliculus and punctum
09.72,09.7,Other repair of punctum
09.73,09.7,Repair of canaliculus
09.71,09.7,Correction of everted punctum
42.9,42,Other operations on esophagus
42.92,42.9,Dilation of esophagus
42.91,42.9,Ligation of esophageal varices
42.99,42.9,Other operations on esophagus
57.5,57,Other excision or destruction of bladder tissue
57.51,57.5,Excision of urachus
57.59,57.5,Open excision or destruction of other lesion or tissue of bladder
36.3,36,Other heart revascularization
36.31,36.3,Open chest transmyocardial revascularization
36.33,36.3,Endoscopic transmyocardial revascularization
36.34,36.3,Percutaneous transmyocardial revascularization
36.32,36.3,Other transmyocardial revascularization
36.39,36.3,Other heart revascularization
31.0,31,Injection of larynx
72.2,72,Mid forceps operation
72.29,72.2,Other mid forceps operation
72.21,72.2,Mid forceps operation with episiotomy
38.6,38,Other excision of vessels
38.60,38.6,"Other excision of vessels, unspecified site"
38.62,38.6,"Other excision of vessels, other vessels of head and neck"
38.69,38.6,"Other excision of vessels, lower limb veins"
38.61,38.6,"Other excision of vessels, intracranial vessels"
38.64,38.6,"Other excision of vessels, aorta, abdominal"
38.67,38.6,"Other excision of vessels, abdominal veins"
38.65,38.6,"Other excision of vessels, thoracic vessels"
38.68,38.6,"Other excision of vessels, lower limb arteries"
38.63,38.6,"Other excision of vessels, upper limb vessels"
38.66,38.6,"Other excision of vessels, abdominal arteries"
21.8,21,Repair and plastic operations on the nose
21.86,21.8,Limited rhinoplasty
21.88,21.8,Other septoplasty
21.85,21.8,Augmentation rhinoplasty
21.83,21.8,Total nasal reconstruction
21.81,21.8,Suture of laceration of nose
21.82,21.8,Closure of nasal fistula
21.84,21.8,Revision rhinoplasty
21.89,21.8,Other repair and plastic operations on nose
21.87,21.8,Other rhinoplasty
39.5,39,Other repair of vessels
39.53,39.5,Repair of arteriovenous fistula
39.51,39.5,Clipping of aneurysm
39.55,39.5,Reimplantation of aberrant renal vessel
39.50,39.5,Angioplasty of other non-coronary vessel(s)
39.54,39.5,Re-entry operation (aorta)
39.52,39.5,Other repair of aneurysm
39.58,39.5,Repair of blood vessel with unspecified type of patch graft
39.56,39.5,Repair of blood vessel with tissue patch graft
39.59,39.5,Other repair of vessel
39.57,39.5,Repair of blood vessel with synthetic patch graft
49.2,49,Diagnostic procedures on anus and perianal tissue
49.23,49.2,Biopsy of anus
49.21,49.2,Anoscopy
49.22,49.2,Biopsy of perianal tissue
49.29,49.2,Other diagnostic procedures on anus and perianal tissue
19.6,19,Revision of tympanoplasty
08.4,08,Repair of entropion or ectropion
08.44,08.4,Repair of entropion or ectropion with lid reconstruction
08.42,08.4,Repair of entropion or ectropion by suture technique
08.41,08.4,Repair of entropion or ectropion by thermocauterization
08.43,08.4,Repair of entropion or ectropion with wedge resection
08.49,08.4,Other repair of entropion or ectropion
45.7,45,Open and other partial excision of large intestine
45.72,45.7,Open and other cecectomy
45.76,45.7,Open and other sigmoidectomy
45.74,45.7,Open and other resection of transverse colon
45.71,45.7,Open and other multiple segmental resection of large intestine
45.79,45.7,Other and unspecified partial excision of large intestine
45.75,45.7,Open and other left hemicolectomy
45.73,45.7,Open and other right hemicolectomy
46.8,46,Dilation and manipulation of intestine
46.86,46.8,Endoscopic insertion of colonic stent(s)
46.82,46.8,Intra-abdominal manipulation of large intestine
46.87,46.8,Other insertion of colonic stent(s)
46.85,46.8,Dilation of intestine
46.80,46.8,"Intra-abdominal manipulation of intestine, not otherwise specified"
46.81,46.8,Intra-abdominal manipulation of small intestine
43.5,43,Partial gastrectomy with anastomosis to esophagus
97.5,97,Nonoperative removal of therapeutic device from digestive system
97.51,97.5,Removal of gastrostomy tube
97.53,97.5,Removal of tube from large intestine or appendix
97.55,97.5,"Removal of T-tube, other bile duct tube, or liver tube"
97.52,97.5,Removal of tube from small intestine
97.56,97.5,Removal of pancreatic tube or drain
97.59,97.5,Removal of other device from digestive system
97.54,97.5,Removal of cholecystostomy tube
48.7,48,Repair of rectum
48.76,48.7,Other proctopexy
48.74,48.7,Rectorectostomy
48.73,48.7,Closure of other rectal fistula
48.72,48.7,Closure of proctostomy
48.71,48.7,Suture of laceration of rectum
48.79,48.7,Other repair of rectum
48.75,48.7,Abdominal proctopexy
50.5,50,Liver transplant
50.51,50.5,Auxiliary liver transplant
50.59,50.5,Other transplant of liver
36.1,36,Bypass anastomosis for heart revascularization
36.14,36.1,(Aorto)coronary bypass of four or more coronary arteries
36.16,36.1,Double internal mammary-coronary artery bypass
36.17,36.1,Abdominal-coronary artery bypass
36.19,36.1,Other bypass anastomosis for heart revascularization
36.11,36.1,(Aorto)coronary bypass of one coronary artery
36.10,36.1,"Aortocoronary bypass for heart revascularization, not otherwise specified"
36.12,36.1,(Aorto)coronary bypass of two coronary arteries
36.15,36.1,Single internal mammary-coronary artery bypass
36.13,36.1,(Aorto)coronary bypass of three coronary arteries
79.2,79,Open reduction of fracture without internal fixation
79.28,79.2,"Open reduction of fracture without internal fixation, phalanges of foot"
79.29,79.2,"Open reduction of fracture without internal fixation, other specified bone"
79.20,79.2,"Open reduction of fracture without internal fixation, unspecified site"
79.21,79.2,"Open reduction of fracture without internal fixation, humerus"
79.27,79.2,"Open reduction of fracture without internal fixation, tarsals and metatarsals"
79.24,79.2,"Open reduction of fracture without internal fixation, phalanges of hand"
79.23,79.2,"Open reduction of fracture without internal fixation, carpals and metacarpals"
79.22,79.2,"Open reduction of fracture without internal fixation, radius and ulna"
79.25,79.2,"Open reduction of fracture without internal fixation, femur"
79.26,79.2,"Open reduction of fracture without internal fixation, tibia and fibula"
04.8,04,Injection into peripheral nerve
04.80,04.8,"Peripheral nerve injection, not otherwise specified"
04.89,04.8,"Injection of other agent, except neurolytic"
04.81,04.8,Injection of anesthetic into peripheral nerve for analgesia
70.0,70,Culdocentesis
61.4,61,Repair of scrotum and tunica vaginalis
61.42,61.4,Repair of scrotal fistula
61.49,61.4,Other repair of scrotum and tunica vaginalis
61.41,61.4,Suture of laceration of scrotum and tunica vaginalis
20,18-20.99,Other operations on middle and inner ear
95,87-99.99,Ophthalmologic and otologic diagnosis and treatment
24.7,24,Application of orthodontic appliance
31.1,31,Temporary tracheostomy
08.0,08,Incision of eyelid
08.02,08.0,Severing of blepharorrhaphy
08.09,08.0,Other incision of eyelid
08.01,08.0,Incision of lid margin
25.4,25,Radical glossectomy
79.9,79,Unspecified operation on bone injury
79.90,79.9,"Unspecified operation on bone injury, unspecified site"
79.97,79.9,"Unspecified operation on bone injury, tarsals and metatarsals"
79.95,79.9,"Unspecified operation on bone injury, femur"
79.92,79.9,"Unspecified operation on bone injury, radius and ulna"
79.96,79.9,"Unspecified operation on bone injury, tibia and fibula"
79.91,79.9,"Unspecified operation on bone injury, humerus"
79.99,79.9,"Unspecified operation on bone injury, other specified bone"
79.98,79.9,"Unspecified operation on bone injury, phalanges of foot"
79.93,79.9,"Unspecified operation on bone injury, carpals and metacarpals"
79.94,79.9,"Unspecified operation on bone injury, phalanges of hand"
40.2,40,Simple excision of lymphatic structure
40.22,40.2,Excision of internal mammary lymph node
40.23,40.2,Excision of axillary lymph node
40.21,40.2,Excision of deep cervical lymph node
40.24,40.2,Excision of inguinal lymph node
40.29,40.2,Simple excision of other lymphatic structure
51.2,51,Cholecystectomy
51.23,51.2,Laparoscopic cholecystectomy
51.24,51.2,Laparoscopic partial cholecystectomy
51.21,51.2,Other partial cholecystectomy
51.22,51.2,Cholecystectomy
71.9,71,Other operations on female genital organs
26.30,26.3,"Sialoadenectomy, not otherwise specified"
26.3,26,Sialoadenectomy
26.31,26.3,Partial sialoadenectomy
26.32,26.3,Complete sialoadenectomy
23.4,23,Other dental restoration
23.43,23.4,Insertion of removable bridge
23.42,23.4,Insertion of fixed bridge
23.41,23.4,Application of crown
23.49,23.4,Other dental restoration
46.5,46,Closure of intestinal stoma
46.52,46.5,Closure of stoma of large intestine
46.51,46.5,Closure of stoma of small intestine
46.50,46.5,"Closure of intestinal stoma, not otherwise specified"
28,21-29.99,Operations on tonsils and adenoids
84.9,84,Other operations on musculoskeletal system
84.92,84.9,Separation of equal conjoined twins
84.91,84.9,"Amputation, not otherwise specified"
84.94,84.9,Insertion of sternal fixation device with rigid plates
84.99,84.9,Other operations on musculoskeletal system
84.93,84.9,Separation of unequal conjoined twins
24.3,24,Other operations on gum
24.39,24.3,Other operations on gum
24.32,24.3,Suture of laceration of gum
24.31,24.3,Excision of lesion or tissue of gum
53.6,53,Repair of other hernia of anterior abdominal wall with graft or prosthesis
53.62,53.6,Laparoscopic incisional hernia repair with graft or prosthesis
53.63,53.6,Other laparoscopic repair of other hernia of anterior abdominal wall with graft or prosthesis
53.61,53.6,Other open incisional hernia repair with graft or prosthesis
53.69,53.6,Other and open repair of other hernia of anterior abdominal wall with graft or prosthesis
29.2,29,Excision of branchial cleft cyst or vestige
33.6,33,Combined heart-lung transplantation
72-75.99,00-99.99,OBSTETRICAL PROCEDURES
44,42-54.99,Other operations on stomach
74.91,74.9,Hysterotomy to terminate pregnancy
74.9,74,Cesarean section of unspecified type
74.99,74.9,Other cesarean section of unspecified type
18.2,18,Excision or destruction of lesion of external ear
18.21,18.2,Excision of preauricular sinus
18.29,18.2,Excision or destruction of other lesion of external ear
56.0,56,Transurethral removal of obstruction from ureter and renal pelvis
82.7,82,Plastic operation on hand with graft or implant
82.72,82.7,Plastic operation on hand with graft of muscle or fascia
82.71,82.7,Tendon pulley reconstruction of hand
82.79,82.7,Plastic operation on hand with other graft or implant
42.69,42.6,Other antesternal anastomosis of esophagus
42.6,42,Antesternal anastomosis of esophagus
42.61,42.6,Antesternal esophagoesophagostomy
42.66,42.6,Other antesternal esophagocolostomy
42.64,42.6,Other antesternal esophagoenterostomy
42.62,42.6,Antesternal esophagogastrostomy
42.65,42.6,Antesternal esophageal anastomosis with interposition of colon
42.68,42.6,Other antesternal esophageal anastomosis with interposition
42.63,42.6,Antesternal esophageal anastomosis with interposition of small bowel
10.6,10,Repair of laceration of conjunctiva
09.0,09,Incision of lacrimal gland
15,08-16.99,Operations on extraocular muscles
00-00.99,00-99.99,"PROCEDURES AND INTERVENTIONS, NOT ELSEWHERE CLASSIFIED"
72.0,72,Low forceps operation
47.0,47,Appendectomy
47.09,47.0,Other appendectomy
47.01,47.0,Laparoscopic appendectomy
81.3,81,Refusion of spine
81.36,81.3,"Refusion of lumbar and lumbosacral spine, anterior column, anterior technique"
81.35,81.3,"Refusion of dorsal and dorsolumbar spine, posterior column, posterior technique"
81.32,81.3,"Refusion of other cervical spine, anterior column, anterior technique"
81.33,81.3,"Refusion of other cervical spine, posterior column, posterior technique"
81.34,81.3,"Refusion of dorsal and dorsolumbar spine, anterior column, anterior technique"
81.37,81.3,"Refusion of lumbar and lumbosacral spine, posterior column, posterior technique"
81.31,81.3,Refusion of atlas-axis spine
81.30,81.3,"Refusion of spine, not otherwise specified"
81.38,81.3,"Refusion of lumbar and lumbosacral spine, anterior column, posterior technique"
81.39,81.3,"Refusion of spine, not elsewhere classified"
08.63,08.6,Reconstruction of eyelid with hair follicle graft
08.6,08,Reconstruction of eyelid with flaps or grafts
08.61,08.6,Reconstruction of eyelid with skin flap or graft
08.62,08.6,Reconstruction of eyelid with mucous membrane flap or graft
08.64,08.6,Reconstruction of eyelid with tarsoconjunctival flap
08.69,08.6,Other reconstruction of eyelid with flaps or grafts
48.6,48,Other resection of rectum
48.65,48.6,Duhamel resection of rectum
48.63,48.6,Other anterior resection of rectum
48.64,48.6,Posterior resection of rectum
48.62,48.6,Anterior resection of rectum with synchronous colostomy
48.61,48.6,Transsacral rectosigmoidectomy
48.69,48.6,Other resection of rectum
93.62,93.6,"Osteopathic manipulative treatment using high-velocity, low-amplitude forces"
93.6,93,Osteopathic manipulative treatment
93.66,93.6,Osteopathic manipulative treatment to move tissue fluids
93.63,93.6,"Osteopathic manipulative treatment using low- velocity, high-amplitude forces"
93.67,93.6,Other specified osteopathic manipulative treatment
93.61,93.6,Osteopathic manipulative treatment for general mobilization
93.65,93.6,Osteopathic manipulative treatment using indirect forces
93.64,93.6,"Osteopathic manipulative treatment using isotonic, isometric forces"
34.6,34,Scarification of pleura
54.75,54.7,Other repair of mesentery
54.72,54.7,Other repair of abdominal wall
54.73,54.7,Other repair of peritoneum
54.7,54,Other repair of abdominal wall and peritoneum
54.71,54.7,Repair of gastroschisis
54.74,54.7,Other repair of omentum
28.3,28,Tonsillectomy with adenoidectomy
01.2,01,Craniotomy and craniectomy
01.22,01.2,Removal of intracranial neurostimulator lead(s)
01.28,01.2,Placement of intracerebral catheter(s) via burr hole(s)
01.23,01.2,Reopening of craniotomy site
01.20,01.2,Cranial implantation or replacement of neurostimulator pulse generator
01.21,01.2,Incision and drainage of cranial sinus
01.26,01.2,Insertion of catheter(s) into cranial cavity or tissue
01.25,01.2,Other craniectomy
01.24,01.2,Other craniotomy
01.27,01.2,Removal of catheter(s) from cranial cavity or tissue
01.29,01.2,Removal of cranial neurostimulator pulse generator
42.09,42.0,Other incision of esophagus
42.0,42,Esophagotomy
42.01,42.0,Incision of esophageal web
36.0,36,Removal of coronary artery obstruction
36.09,36.0,Other removal of coronary artery obstruction
36.06,36.0,Insertion of non-drug-eluting coronary artery stent(s)
36.03,36.0,Open chest coronary artery angioplasty
36.04,36.0,Intracoronary artery thrombolytic infusion
36.07,36.0,Insertion of drug-eluting coronary artery stent(s)
50.3,50,Lobectomy of liver
84.5,84,Implantation of other musculoskeletal devices and substances
84.56,84.5,Insertion or replacement of (cement) spacer
84.53,84.5,Implantation of internal limb lengthening device with kinetic distraction
84.55,84.5,Insertion of bone void filler
84.57,84.5,Removal of (cement) spacer
84.59,84.5,Insertion of other spinal devices
84.52,84.5,Insertion of recombinant bone morphogenetic protein
84.51,84.5,Insertion of interbody spinal fusion device
84.54,84.5,Implantation of other internal limb lengthening device
08.59,08.5,Other adjustment of lid position
08.5,08,Other adjustment of lid position
08.51,08.5,Canthotomy
08.52,08.5,Blepharorrhaphy
39.0,39,Systemic to pulmonary artery shunt
45.5,45,Isolation of intestinal segment
45.50,45.5,"Isolation of intestinal segment, not otherwise specified"
45.52,45.5,Isolation of segment of large intestine
45.51,45.5,Isolation of segment of small intestine
14.25,14.2,Destruction of chorioretinal lesion by photocoagulation of unspecified type
14.2,14,Destruction of lesion of retina and choroid
14.26,14.2,Destruction of chorioretinal lesion by radiation therapy
14.24,14.2,Destruction of chorioretinal lesion by laser photocoagulation
14.23,14.2,Destruction of chorioretinal lesion by xenon arc photocoagulation
14.21,14.2,Destruction of chorioretinal lesion by diathermy
14.27,14.2,Destruction of chorioretinal lesion by implantation of radiation source
14.22,14.2,Destruction of chorioretinal lesion by cryotherapy
14.29,14.2,Other destruction of chorioretinal lesion
31,30-34.99,Other operations on larynx and trachea
28.0,28,Incision and drainage of tonsil and peritonsillar structures
63.1,63,Excision of varicocele and hydrocele of spermatic cord
81.1,81,Arthrodesis and arthroereisis of foot and ankle
81.17,81.1,Other fusion of foot
81.13,81.1,Subtalar fusion
81.14,81.1,Midtarsal fusion
81.12,81.1,Triple arthrodesis
81.18,81.1,Subtalar joint arthroereisis
81.16,81.1,Metatarsophalangeal fusion
81.15,81.1,Tarsometatarsal fusion
81.11,81.1,Ankle fusion
78.1,78,Application of external fixator device
78.17,78.1,"Application of external fixator device, tibia and fibula"
78.12,78.1,"Application of external fixator device, humerus"
78.11,78.1,"Application of external fixator device, scapula, clavicle, and thorax [ribs and sternum]"
78.18,78.1,"Application of external fixator device, tarsals and metatarsals"
78.16,78.1,"Application of external fixator device, patella"
78.13,78.1,"Application of external fixator device, radius and ulna"
78.14,78.1,"Application of external fixator device, carpals and metacarpals"
78.10,78.1,"Application of external fixator device, unspecified site"
78.15,78.1,"Application of external fixator device, femur"
78.19,78.1,"Application of external fixator device, other bones"
85.6,85,Mastopexy
20.91,20.9,Tympanosympathectomy
20.93,20.9,Repair of oval and round windows
20.9,20,Other operations on inner and middle ear
20.96,20.9,"Implantation or replacement of cochlear prosthetic device, not otherwise specified"
20.95,20.9,Implantation of electromagnetic hearing device
20.92,20.9,Revision of mastoidectomy
20.99,20.9,Other operations on middle and inner ear
20.98,20.9,"Implantation or replacement of cochlear prosthetic device, multiple channel"
20.94,20.9,Injection of tympanum
20.97,20.9,"Implantation or replacement of cochlear prosthetic device, single channel"
05.8,05,Other operations on sympathetic nerves or ganglia
05.81,05.8,Repair of sympathetic nerve or ganglion
05.89,05.8,Other operations on sympathetic nerves or ganglia
63.8,63,Repair of vas deferens and epididymis
63.83,63.8,Epididymovasostomy
63.82,63.8,Reconstruction of surgically divided vas deferens
63.89,63.8,Other repair of vas deferens and epididymis
63.84,63.8,Removal of ligature from vas deferens
63.85,63.8,Removal of valve from vas deferens
63.81,63.8,Suture of laceration of vas deferens and epididymis
48.0,48,Proctotomy
